left_eye_263,left_eye_387,left_eye_385,left_eye_326,left_eye_380,left_eye_373,right_eye_33,right_eye_160,right_eye_158,right_eye_133,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.49700480699539185, 0.5041564106941223, 0.05418894439935684]","[0.5371230840682983, 0.49714571237564087, 0.054294154047966]","[0.571315348148346, 0.4978398084640503, 0.061520833522081375]","[0.5971863269805908, 0.504827618598938, 0.0816979855298996]","[0.5702404975891113, 0.5098860859870911, 0.058666832745075226]","[0.5353158116340637, 0.5094802975654602, 0.0506385862827301]","[0.3778838813304901, 0.5057979822158813, 0.048238251358270645]","[0.3447977304458618, 0.49918118119239807, 0.03938553109765053]","[0.311083048582077, 0.5011231303215027, 0.04155206307768822]","[0.28375568985939026, 0.5085858106613159, 0.05819857120513916]","[0.31225037574768066, 0.5125220417976379, 0.03936459869146347]","[0.3468326926231384, 0.5112555623054504, 0.036347176879644394]","[0.35727542638778687, 0.6310771703720093, -0.04658493399620056]","[0.4202570617198944, 0.621458113193512, -0.073642298579216]","[0.4623945951461792, 0.6209685206413269, -0.06994311511516571]","[0.5198023319244385, 0.62921142578125, -0.034020550549030304]","[0.4627225995063782, 0.6248000860214233, -0.07259956747293472]","[0.41879555583000183, 0.6253121495246887, -0.07638639956712723]","[0.4412425458431244, 0.4024047255516052, 0.07906210422515869]","[0.44101837277412415, 0.7209481000900269, -0.08016214519739151]"
"[0.4989388883113861, 0.5039965510368347, 0.05461353063583374]","[0.5398697257041931, 0.49711817502975464, 0.05406821519136429]","[0.5747113823890686, 0.497805655002594, 0.06078806519508362]","[0.6015876531600952, 0.5048798322677612, 0.08077377080917358]","[0.5737971663475037, 0.5098424553871155, 0.057874877005815506]","[0.53817218542099, 0.5094121694564819, 0.05030619353055954]","[0.37825649976730347, 0.5058455467224121, 0.050777800381183624]","[0.34501001238822937, 0.49931877851486206, 0.04233096167445183]","[0.3110164999961853, 0.5013052225112915, 0.04506910219788551]","[0.28339576721191406, 0.5089297890663147, 0.06231825053691864]","[0.31171420216560364, 0.5127138495445251, 0.042764827609062195]","[0.3466254472732544, 0.5114404559135437, 0.039181362837553024]","[0.3556050956249237, 0.631687581539154, -0.04613566771149635]","[0.41930773854255676, 0.6217511296272278, -0.07519786804914474]","[0.46245670318603516, 0.6212238073348999, -0.07220888882875443]","[0.5225355625152588, 0.6296769380569458, -0.03609070926904678]","[0.46275046467781067, 0.6255167126655579, -0.07493366301059723]","[0.4175463318824768, 0.6260648965835571, -0.0780283734202385]","[0.44198235869407654, 0.40226835012435913, 0.08188758790493011]","[0.441498726606369, 0.7221515774726868, -0.08278487622737885]"
"[0.497336208820343, 0.5028865933418274, 0.054530318826436996]","[0.538612425327301, 0.49587488174438477, 0.05449812859296799]","[0.5734462738037109, 0.4965083599090576, 0.06163790449500084]","[0.5998901724815369, 0.5033290386199951, 0.08192924410104752]","[0.5719424486160278, 0.5084718465805054, 0.05884940177202225]","[0.5363134145736694, 0.5080752372741699, 0.0508628748357296]","[0.37722063064575195, 0.5046042203903198, 0.04886101558804512]","[0.3435525894165039, 0.4981105625629425, 0.03986794129014015]","[0.30950456857681274, 0.5001216530799866, 0.042107995599508286]","[0.2821333110332489, 0.5074093341827393, 0.05911758542060852]","[0.31082427501678467, 0.5112895369529724, 0.04011718928813934]","[0.3457973599433899, 0.5100379586219788, 0.036980193108320236]","[0.3537290394306183, 0.6319050788879395, -0.04643002897500992]","[0.41764020919799805, 0.6222542524337769, -0.07426042854785919]","[0.4603351354598999, 0.6218228340148926, -0.07053393125534058]","[0.5201801657676697, 0.6304327845573425, -0.03407236933708191]","[0.46084070205688477, 0.6257820725440979, -0.07316578924655914]","[0.4158565104007721, 0.6262233257293701, -0.07695674896240234]","[0.44069281220436096, 0.4017477035522461, 0.07937248051166534]","[0.43961432576179504, 0.7213693261146545, -0.08055364340543747]"
"[0.4987943768501282, 0.5036177635192871, 0.053579267114400864]","[0.5399217009544373, 0.49635711312294006, 0.05319549888372421]","[0.5747946500778198, 0.4970395565032959, 0.06019466742873192]","[0.6012557744979858, 0.5041328072547913, 0.08046913146972656]","[0.5735400319099426, 0.5093365907669067, 0.0574650876224041]","[0.5378689169883728, 0.5089436173439026, 0.049673035740852356]","[0.3787248134613037, 0.5054435729980469, 0.0487719364464283]","[0.34509849548339844, 0.49861299991607666, 0.039947353303432465]","[0.3110182285308838, 0.5006095767021179, 0.042480167001485825]","[0.2837488651275635, 0.5082112550735474, 0.05972275137901306]","[0.3120889663696289, 0.5122431516647339, 0.04047578573226929]","[0.347047358751297, 0.5110244154930115, 0.03710563853383064]","[0.35520443320274353, 0.6318210959434509, -0.045183271169662476]","[0.4186684787273407, 0.6223974823951721, -0.07363289594650269]","[0.46143490076065063, 0.6219125986099243, -0.07033643871545792]","[0.5215135216712952, 0.6300613880157471, -0.03412654623389244]","[0.46176546812057495, 0.6255748271942139, -0.07302720099687576]","[0.41685953736305237, 0.6260759234428406, -0.0763966292142868]","[0.4425966143608093, 0.40154892206192017, 0.07786954194307327]","[0.44018131494522095, 0.72158282995224, -0.07955726236104965]"
"[0.4990699291229248, 0.5036163330078125, 0.05414389818906784]","[0.5399640798568726, 0.49641653895378113, 0.0541745088994503]","[0.5747043490409851, 0.49696290493011475, 0.06140390411019325]","[0.6010422706604004, 0.5038162469863892, 0.08173702657222748]","[0.5734119415283203, 0.509035050868988, 0.05862380191683769]","[0.5379242897033691, 0.5087146759033203, 0.050603896379470825]","[0.378498375415802, 0.5053977370262146, 0.04826703295111656]","[0.3447898030281067, 0.4986727237701416, 0.0391930527985096]","[0.3107089400291443, 0.5005950927734375, 0.04139208421111107]","[0.28338518738746643, 0.5080023407936096, 0.05837071314454079]","[0.31194567680358887, 0.5120254755020142, 0.03944101184606552]","[0.3469190001487732, 0.510826587677002, 0.03639407828450203]","[0.3556755483150482, 0.6317356824874878, -0.045874014496803284]","[0.4196849465370178, 0.6221888661384583, -0.07377966493368149]","[0.46249356865882874, 0.6216838359832764, -0.06998806446790695]","[0.5222280025482178, 0.6299424171447754, -0.0333218090236187]","[0.46282148361206055, 0.6254289150238037, -0.0726589560508728]","[0.417901873588562, 0.625944972038269, -0.07653545588254929]","[0.4420264661312103, 0.40176719427108765, 0.07788137346506119]","[0.4416075050830841, 0.7212929725646973, -0.07961388677358627]"
"[0.4987833499908447, 0.50361168384552, 0.05386998504400253]","[0.5398622155189514, 0.49638065695762634, 0.05372462049126625]","[0.57475346326828, 0.49701136350631714, 0.06091872602701187]","[0.6011626720428467, 0.5039971470832825, 0.08133067935705185]","[0.5735052824020386, 0.5092604756355286, 0.05820370838046074]","[0.5378642082214355, 0.5088942050933838, 0.050212562084198]","[0.37846553325653076, 0.5053359866142273, 0.04820369929075241]","[0.3448484539985657, 0.4985951781272888, 0.039184462279081345]","[0.31076931953430176, 0.5005536079406738, 0.04150848463177681]","[0.28343528509140015, 0.5080121755599976, 0.0585886612534523]","[0.3118802309036255, 0.5120350122451782, 0.039511341601610184]","[0.346829891204834, 0.5108423829078674, 0.03635562211275101]","[0.35631823539733887, 0.631428599357605, -0.04604687914252281]","[0.41954469680786133, 0.6218827366828918, -0.07363567501306534]","[0.4617537260055542, 0.6214309334754944, -0.07000482827425003]","[0.5209532976150513, 0.629784107208252, -0.03395889326930046]","[0.4621593952178955, 0.6251578330993652, -0.07252942770719528]","[0.4177277088165283, 0.6256239414215088, -0.07624156028032303]","[0.44206681847572327, 0.4018377661705017, 0.077513687312603]","[0.4408707022666931, 0.7205083966255188, -0.07887306809425354]"
"[0.49930012226104736, 0.5039170980453491, 0.05348603054881096]","[0.5406855940818787, 0.49642759561538696, 0.05289587005972862]","[0.5758066177368164, 0.49710381031036377, 0.05969417467713356]","[0.6025189161300659, 0.504344642162323, 0.07990778982639313]","[0.5745781660079956, 0.5096447467803955, 0.05696794018149376]","[0.5386836528778076, 0.5092830657958984, 0.04932422190904617]","[0.3789834976196289, 0.5057210326194763, 0.049320269376039505]","[0.34532976150512695, 0.4987543821334839, 0.040681734681129456]","[0.31122514605522156, 0.5007335543632507, 0.04338616132736206]","[0.28405046463012695, 0.5084480047225952, 0.0607721172273159]","[0.31219482421875, 0.5124971270561218, 0.0412818118929863]","[0.3471877872943878, 0.5113325715065002, 0.037750352174043655]","[0.35568198561668396, 0.6313726305961609, -0.045229725539684296]","[0.41893965005874634, 0.6220724582672119, -0.07362055033445358]","[0.461544394493103, 0.6215969920158386, -0.07052630186080933]","[0.5218192338943481, 0.6296631693840027, -0.03492358326911926]","[0.46192848682403564, 0.6249184608459473, -0.07352788746356964]","[0.4172044098377228, 0.625401496887207, -0.07669685781002045]","[0.4423540234565735, 0.4021238088607788, 0.07805600762367249]","[0.44083985686302185, 0.7210750579833984, -0.07999344915151596]"
"[0.49831512570381165, 0.5034565925598145, 0.0550907738506794]","[0.5394490361213684, 0.4965648651123047, 0.05512126907706261]","[0.574061393737793, 0.4973064661026001, 0.062018875032663345]","[0.6003320217132568, 0.5043936371803284, 0.08189746737480164]","[0.5727323889732361, 0.5094873309135437, 0.058918409049510956]","[0.5373064279556274, 0.5089962482452393, 0.051195405423641205]","[0.37897542119026184, 0.5050220489501953, 0.050014618784189224]","[0.34570178389549255, 0.49833306670188904, 0.04145137965679169]","[0.3118850588798523, 0.5002284646034241, 0.04374513030052185]","[0.28469353914260864, 0.5077188014984131, 0.060578927397727966]","[0.3127661347389221, 0.5116798877716064, 0.04145260900259018]","[0.347503662109375, 0.5105436444282532, 0.03826942667365074]","[0.35387080907821655, 0.6314461827278137, -0.047010257840156555]","[0.41796189546585083, 0.6220528483390808, -0.07481928914785385]","[0.4607590436935425, 0.6217015385627747, -0.0713353380560875]","[0.5210356712341309, 0.6302775740623474, -0.03543354943394661]","[0.4611719250679016, 0.6254222393035889, -0.07447519898414612]","[0.4159664809703827, 0.6257727742195129, -0.0781046524643898]","[0.44266417622566223, 0.40295547246932983, 0.08302445709705353]","[0.43929457664489746, 0.721042275428772, -0.08400218933820724]"
"[0.49746111035346985, 0.5031173825263977, 0.05472683161497116]","[0.5386682748794556, 0.49636566638946533, 0.05432292819023132]","[0.5733264684677124, 0.4971868097782135, 0.06109033152461052]","[0.5997315049171448, 0.504162073135376, 0.08100445568561554]","[0.5720111727714539, 0.5091745257377625, 0.058139003813266754]","[0.5365265607833862, 0.5086621642112732, 0.0505509078502655]","[0.3786403238773346, 0.5047423243522644, 0.05029087886214256]","[0.3453526794910431, 0.4983610510826111, 0.04178300127387047]","[0.31164366006851196, 0.5003553628921509, 0.04428324103355408]","[0.2845243215560913, 0.5076987147331238, 0.06129290908575058]","[0.31260591745376587, 0.5115435123443604, 0.04199954867362976]","[0.34724146127700806, 0.5103363394737244, 0.038630492985248566]","[0.35419461131095886, 0.631819486618042, -0.04660625010728836]","[0.4176260232925415, 0.622431218624115, -0.07448813319206238]","[0.4601952135562897, 0.6220256686210632, -0.07134556770324707]","[0.5202733278274536, 0.6304296255111694, -0.03597082942724228]","[0.46082422137260437, 0.6257164478302002, -0.07440649718046188]","[0.41584962606430054, 0.6261167526245117, -0.07767108082771301]","[0.44211524724960327, 0.4027565121650696, 0.08266468346118927]","[0.43884971737861633, 0.7211283445358276, -0.08347417414188385]"
"[0.4979175925254822, 0.5038900375366211, 0.05529041960835457]","[0.5385377407073975, 0.49614500999450684, 0.055369965732097626]","[0.5730077028274536, 0.4968573749065399, 0.062237728387117386]","[0.598739743232727, 0.5043622851371765, 0.08212973922491074]","[0.5719294548034668, 0.5097246766090393, 0.05900684744119644]","[0.5367369055747986, 0.5093805193901062, 0.05128264054656029]","[0.3790457844734192, 0.5056579113006592, 0.05045320466160774]","[0.34565913677215576, 0.49839335680007935, 0.04211343824863434]","[0.3117738962173462, 0.5003858208656311, 0.04443248361349106]","[0.28483885526657104, 0.5083625316619873, 0.061211127787828445]","[0.3130504786968231, 0.5124932527542114, 0.041916292160749435]","[0.3477083742618561, 0.5112990736961365, 0.0386410653591156]","[0.35634177923202515, 0.6307802796363831, -0.04726704582571983]","[0.41997018456459045, 0.6217411756515503, -0.0743512213230133]","[0.4627724289894104, 0.6213356256484985, -0.07112883031368256]","[0.5217928886413574, 0.6293484568595886, -0.036235250532627106]","[0.4631056487560272, 0.6242579817771912, -0.07500691711902618]","[0.41855812072753906, 0.6246758103370667, -0.07829964905977249]","[0.4422939717769623, 0.4024829566478729, 0.0835755243897438]","[0.4410713016986847, 0.719975471496582, -0.08558816462755203]"
"[0.49777740240097046, 0.5043131113052368, 0.052830394357442856]","[0.5390510559082031, 0.495937317609787, 0.0515887588262558]","[0.57411128282547, 0.4966810941696167, 0.05751059204339981]","[0.6004444360733032, 0.5046393871307373, 0.07657898217439651]","[0.5728743076324463, 0.510456383228302, 0.054189957678318024]","[0.5372495651245117, 0.5101313591003418, 0.04751453548669815]","[0.3794150948524475, 0.5057921409606934, 0.05200287327170372]","[0.3461058437824249, 0.4975847005844116, 0.044830065220594406]","[0.3120120167732239, 0.49933743476867676, 0.048288218677043915]","[0.28562647104263306, 0.5076939463615417, 0.0656738355755806]","[0.3129269480705261, 0.5126014947891235, 0.04538385197520256]","[0.34748196601867676, 0.5116789937019348, 0.04116896912455559]","[0.3562789261341095, 0.632610559463501, -0.04501141607761383]","[0.41723358631134033, 0.6234314441680908, -0.07409752905368805]","[0.45907267928123474, 0.623055100440979, -0.07242778688669205]","[0.5190348029136658, 0.6312035322189331, -0.03921633958816528]","[0.45930278301239014, 0.6272416114807129, -0.07550714164972305]","[0.41501957178115845, 0.627619206905365, -0.07725761085748672]","[0.44326701760292053, 0.40158870816230774, 0.08304758369922638]","[0.43732884526252747, 0.7221139669418335, -0.08330788463354111]"
"[0.5017996430397034, 0.5032842755317688, 0.0580219030380249]","[0.5424383878707886, 0.49626055359840393, 0.058659639209508896]","[0.5769567489624023, 0.4970560669898987, 0.06591620296239853]","[0.6030060648918152, 0.5045257806777954, 0.08581890910863876]","[0.5759276747703552, 0.5097985863685608, 0.06222982704639435]","[0.5406264066696167, 0.5092081427574158, 0.0542462132871151]","[0.3797115981578827, 0.5046817660331726, 0.05194336175918579]","[0.3459819257259369, 0.49757111072540283, 0.04343915358185768]","[0.3116263747215271, 0.4992920160293579, 0.04553765058517456]","[0.2837452292442322, 0.5070465207099915, 0.06204672157764435]","[0.31261295080184937, 0.5115618705749512, 0.04267629608511925]","[0.3478446900844574, 0.5103893280029297, 0.039737146347761154]","[0.3564831018447876, 0.6315136551856995, -0.05117134004831314]","[0.42111900448799133, 0.6212900876998901, -0.07795709371566772]","[0.4643996059894562, 0.6210685968399048, -0.07423024624586105]","[0.5227042436599731, 0.6307504773139954, -0.038291532546281815]","[0.464356929063797, 0.625632107257843, -0.07760616391897202]","[0.4189377427101135, 0.625820517539978, -0.08143772184848785]","[0.4471365809440613, 0.40031445026397705, 0.09008359163999557]","[0.4400027096271515, 0.722084641456604, -0.08964709937572479]"
"[0.5020884275436401, 0.5030596256256104, 0.05692131817340851]","[0.5420281887054443, 0.49495720863342285, 0.0585482083261013]","[0.5763667225837708, 0.49596697092056274, 0.06677146255970001]","[0.6010425686836243, 0.5039922595024109, 0.08759891986846924]","[0.5748594999313354, 0.5093175768852234, 0.06365113705396652]","[0.5401304364204407, 0.50874263048172, 0.05459343269467354]","[0.38123583793640137, 0.5031643509864807, 0.04689722880721092]","[0.3474138379096985, 0.49468740820884705, 0.03714333474636078]","[0.31249016523361206, 0.4960889220237732, 0.03822934255003929]","[0.28405049443244934, 0.5040251612663269, 0.054130230098962784]","[0.3139539361000061, 0.5090450048446655, 0.03598882630467415]","[0.3494500517845154, 0.5082727074623108, 0.03399285674095154]","[0.3577065169811249, 0.6305760145187378, -0.04975273460149765]","[0.4241826832294464, 0.6218001842498779, -0.07507150620222092]","[0.46694257855415344, 0.6219459176063538, -0.06992871314287186]","[0.5228667855262756, 0.6310445666313171, -0.032106466591358185]","[0.46691951155662537, 0.6257732510566711, -0.07381761819124222]","[0.42225125432014465, 0.6256565451622009, -0.07902941107749939]","[0.4504857361316681, 0.3980724811553955, 0.07995276898145676]","[0.44066178798675537, 0.7224204540252686, -0.0816437155008316]"
